"lang"
{
	"Language"		"English"
"DOTA_Tooltip_Ability_item_slice_amulet_spell_amplify_by_cast"	"%SPELL AMPLIFY BY CAST:"
"DOTA_Tooltip_Ability_item_slice_amulet_buff_duration"			"SPELL AMPLIFY DURATION:"
"DOTA_Tooltip_Ability_item_slice_amulet_debuff_duration"		"DISARM DURATION:"
"DOTA_Tooltip_Ability_item_slice_amulet_debuff_speed"			"DISARM PROJECTILE SPEED:"
"DOTA_Tooltip_Ability_item_slice_amulet_cast_range"				"CAST RANGE:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\slice_amulet.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\snake_boots.txt' begin 
"DOTA_Tooltip_Ability_item_snake_boots"								"Snake Boots"
"DOTA_Tooltip_Ability_item_snake_boots_Description"					"<h1>Active: Warp Jump</h1> Allows teleportation to a friendly unit after one second delay."
"DOTA_Tooltip_Ability_item_snake_boots_bonus_speed"					"%+$move_speed"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_armor"					"+$armor"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_hp_regen"				"+$hp_regen"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_stats"					"+$all"

"DOTA_Tooltip_modifier_snake_boots_teleport"						"Get out of here!"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\snake_boots.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\soul_vessel.txt' begin 
"DOTA_Tooltip_ability_item_soul_vessel"									"Soul Vessel"
"DOTA_Tooltip_ability_item_soul_vessel_Description"						"<h1>Active: Soul Release</h1> Heal ally and restore half-mana, or deal damage to enemy. Apply buff/debuff that increase/decrease attack and movespeed.\n\n <h1>Passive: Soul Collect</h1> Gets 2 charges for kill hero."
"DOTA_Tooltip_ability_item_soul_vessel_mana_regen"						"%+$mana_regen"
"DOTA_Tooltip_ability_item_soul_vessel_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_vessel_radius"							"RADIUS:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_const"						"HEAL:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_pct"						"%HEAL:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_const"					"DAMAGE:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_pct"						"%DAMAGE:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_attack"						"%INCREASE/DECREASE ATTACK:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_mvspd"						"%INCREASE/DECREASE MOVESPEED:"
"DOTA_Tooltip_ability_item_soul_vessel_duration"						"DURATION:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\soul_vessel.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\spiked_armor.txt' begin 
"DOTA_Tooltip_Ability_item_spiked_armor"						"Spiked Armor"
"DOTA_Tooltip_Ability_item_spiked_armor_Description"			"<h1>Active: Return</h1> Reflects any damage taken back to the unit that dealt the damage. Lasts 4.5 seconds. Returning damage is doubled.\n<h1>Passive: Spiked Aura</h1> All nearby friendly units gain extra armor and attack speed and all nearby enemies gain reduced armor."
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed"			"+$attack"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_health"			"+$health"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_stats"			"+$all"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor_aura"		"AURA ARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed_aura"		"AURA ASPEED:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_friend_radius"	"AURA RADIUS:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura"			"ENEMIES DISARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura_pct"		"%ENEMIES DISARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_enemy_radius"			"EMEMIES DISARMOR RADIUS:"
"DOTA_Tooltip_modifier_spiked_armor_return"						"Return damage."
"DOTA_Tooltip_modifier_spiked_armor_aura_friend"				"Spiked Armor Aura"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\spiked_armor.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\static_amulet.txt' begin 
"DOTA_Tooltip_Ability_item_static_amulet"						"Static Amulet"
"DOTA_Tooltip_Ability_item_static_amulet_Description"			"<h1>Active: Disarm</h1>Debuff that disallow enemy unit to attack for a while.\n<h1>Passive: Static Amulet</h1> All ability casts give 1 static charge. Static charge will increase spell amplification."
"DOTA_Tooltip_Ability_item_static_amulet_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_static_amulet_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_static_amulet_bonus_stats"			"+$all"
"DOTA_Tooltip_Ability_item_static_amulet_spell_amplify_by_cast"	"%SPELL AMPLIFY BY CAST:"
"DOTA_Tooltip_Ability_item_static_amulet_buff_duration"			"SPELL AMPLIFY DURATION:"
"DOTA_Tooltip_Ability_item_static_amulet_debuff_duration"		"DISARM DURATION:"
"DOTA_Tooltip_Ability_item_static_amulet_debuff_speed"			"DISARM PROJECTILE SPEED:"
"DOTA_Tooltip_Ability_item_static_amulet_cast_range"			"CAST RANGE:"

"DOTA_Tooltip_modifier_static_mag_amplify"						"Static Amplification"
"DOTA_Tooltip_modifier_static_mag_amplify_Description"			"Increase output spell amplification damage by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"

"DOTA_Tooltip_modifier_static_disarm"							"Disarmed"
"DOTA_Tooltip_modifier_static_disarm_Description"				"Disarmed"

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\static_amulet.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\strange_amulet.txt' begin 
"DOTA_Tooltip_ability_item_strange_amulet"						"Strange Amulet"
"DOTA_Tooltip_ability_item_strange_amulet_Description"			"<h1>Active: Strange Power</h1> Increase your strength by a percentage.\n<h1>Passive: Rune Collector</h1> Grants one charge for every activated rune.\<h1>Passive: Strange Collector</h1> Increase armor, strength and health for every charge."
"DOTA_Tooltip_ability_item_strange_amulet_bonus_damage"			"+$damage"
"DOTA_Tooltip_ability_item_strange_amulet_bonus_str"			"+$str"
"DOTA_Tooltip_ability_item_strange_amulet_bonus_str_pct"		"%STRENGTH:"
"DOTA_Tooltip_ability_item_strange_amulet_duration"				"DURATION:"
"DOTA_Tooltip_ability_item_strange_amulet_armor_per_charge"		"ARMOR PER CHARGE:"
"DOTA_Tooltip_ability_item_strange_amulet_str_per_charge"		"STRENGTH PER CHARGE:"
"DOTA_Tooltip_ability_item_strange_amulet_hp_per_charge"		"HEALTH PER CHARGE:"
"DOTA_Tooltip_ability_item_strange_amulet_lost_death_tooltip"	"%LOST CHARGE ON DEATH:"

"DOTA_Tooltip_modifier_strange_amulet_active"					"Strange Power"
"DOTA_Tooltip_modifier_strange_amulet_active_Description"		"Strength is increased and a part of incoming damage is reflected."

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\strange_amulet.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\talisman_of_ambition.txt' begin 
"DOTA_Tooltip_ability_item_talisman_of_ambition"							"Talisman of Ambition"
"DOTA_Tooltip_ability_item_talisman_of_ambition_Description"				"<h1>Active: Shadow movements</h1> Caster get %evasion%% bonus evasion for %duration% seconds"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_movespeed"			"+$move_speed"
"DOTA_Tooltip_ability_item_talisman_of_ambition_duration"					"DURATION:"
"DOTA_Tooltip_ability_item_talisman_of_ambition_evasion"					"%EVASION:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\talisman_of_ambition.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\talisman_of_mastery.txt' begin 
"DOTA_Tooltip_ability_item_talisman_of_mastery"							"Talisman of Mastery"
"DOTA_Tooltip_ability_item_talisman_of_mastery_Description"				"Grants owner with experience for every damage to enemy hero. Melee hero grants doubled exp."
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_attack"			"+$damage"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_str"				"+$str"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_hp_regen"			"+$hp_regen"
"DOTA_Tooltip_ability_item_talisman_of_mastery_damage_to_exp"			"%DMG TO EXP:"
"DOTA_Tooltip_ability_item_talisman_of_mastery_min_exp"					"MIN. EXP:"
"DOTA_Tooltip_ability_item_talisman_of_mastery_max_exp"					"MAX. EXP:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\talisman_of_mastery.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\tomes.txt' begin 
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6"				"Tome of Intellect (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6_Description"	"Permanently increases your hero's Intelligence by 6."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6"				"Tome of Agility(+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6_Description"	"Permanently increases your hero's Agility by 6."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6"				"Tome of Strength (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6_Description"	"Permanently increases your hero's Strength by 6."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6"				"Tome of Gods (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 6."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED"				"Medical Tractate"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED_Description"	"Permanently increases your hero's Health by 500 and mana by 250."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP"				"Tome of Heroes"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP_Description"	"Increases your hero's level by 1."
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\tomes.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\vampire_claw.txt' begin 
"DOTA_Tooltip_ability_item_vampire_claw"								"Vampire Claw"
"DOTA_Tooltip_ability_item_vampire_claw_Description"                    "<h1>Passive: Lifesteal</h1>Restores the owner of %lifesteal%% health from damage dealt"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_damage"                   "+$damage"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\vampire_claw.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\!empty.txt' begin 

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\!empty.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\fountain.txt' begin 
"DOTA_Tooltip_ability_angel_arena_fountain"							"Fountain Aura"
"DOTA_Tooltip_ability_angel_arena_fountain_Description"				"Fountain block 50% damage to nearly allies."

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\fountain.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\runes.txt' begin 
"DOTA_Tooltip_modifier_rune_dd_one"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_one_Description"					"Increase damage on 60%"
"DOTA_Tooltip_modifier_rune_dd_two"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_two_Description"					"Increase damage on 300%"
"DOTA_Tooltip_modifier_rune_dd_three"							"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_three_Description"				"Decrease incoming damage by 10%"

"DOTA_Tooltip_modifier_rune_haster_max"							"Haste"
"DOTA_Tooltip_modifier_rune_haster_max_Description"				"Movement speed increased to the max."

"DOTA_Tooltip_modifier_rune_illusion_one"						"Illusions"
"DOTA_Tooltip_modifier_rune_illusion_one_Description"			"Increases damage by 30% and movespeed by 50."

"DOTA_Tooltip_modifier_rune_illusion_two"						"Illusions"
"DOTA_Tooltip_modifier_rune_illusion_two_Description"			"Decrease incoming damage by 15%"

"DOTA_Tooltip_ability_item_rune_dd"								"Double Damage"
"DOTA_Tooltip_ability_item_rune_invis"							"Invisibility"
"DOTA_Tooltip_ability_item_rune_regen"							"Regeneration"
"DOTA_Tooltip_ability_item_rune_arcane"							"Arcane"
"DOTA_Tooltip_ability_item_rune_haste"							"Haste"
"DOTA_Tooltip_ability_item_rune_bounty"							"Bounty"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\runes.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\summon_magical_attack.txt' begin 
"DOTA_Tooltip_ability_summons_attack_magical"							"Summon Power"
"DOTA_Tooltip_ability_summons_attack_magical_Description"				"Summon with chance 50% can deal magical damage from his physical damage."
"DOTA_Tooltip_ability_summons_attack_magical_dmg_to_magical"			"%DAMAGE TO MAGICAL DAMAGE:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\map\summon_magical_attack.txt' end

	}
}
